275|4|hgt|6|304|0
276|1|atn|1|3|2
276|2|hgt|4|0|3
276|3|hgt|3|304|0
277|1|hgt|2|-32767|0
278|1|zv2|2|-32767|0
280|1|nam|2|"UNK"|0
283|1|nam|2|"UNK"|0
286|1|nam|2|"UNK"|0
288|1|nam|2|"UNK"|0
290|1|nam|2|"UNK"|0
293|1|nam|2|"UNK"|0
296|1|nam|2|"UNK"|0
298|1|nam|2|"UNK"|0
300|1|nam|2|"UNK"|0
307|1|nam|2|"UNK"|0
313|1|hgt|1|-32767|4
313|2|hgt|6|304|0
314|1|hgt|4|0|3
314|2|hgt|3|304|0
315|1|atn|1|3|2
315|2|hgt|1|-32767|4
315|3|atn|1|3|2
315|4|hgt|6|304|0
316|1|atn|1|3|2
316|2|hgt|4|0|3
316|3|hgt|3|304|0
317|1|hgt|2|-32767|0
318|1|zv2|2|-32767|0
321|1|hgt|1|-32767|4
321|2|hgt|6|304|0
322|1|hgt|4|0|3
322|2|hgt|3|304|0
323|1|atn|1|3|2
323|2|hgt|1|-32767|4
323|3|atn|1|3|2
323|4|hgt|6|304|0
324|1|atn|1|3|2
324|2|hgt|4|0|3
324|3|hgt|3|304|0
325|1|hgt|2|-32767|0
326|1|zv2|2|-32767|0
332|1|hgt|1|-32767|4
332|2|hgt|6|304|0
333|1|hgt|4|0|3
333|2|hgt|3|304|0
334|1|atn|1|3|2
334|2|hgt|1|-32767|4
334|3|atn|1|3|2
334|4|hgt|6|304|0
335|1|atn|1|3|2
335|2|hgt|4|0|3
335|3|hgt|3|304|0
336|1|hgt|2|-32767|0
337|1|zv2|2|-32767|0
343|1|nam|2|"UNK"|0
345|1|nam|2|"UNK"|0
347|1|nam|2|"UNK"|0
350|1|nam|2|"UNK"|0
352|1|nam|2|"UNK"|0
355|1|nam|2|"UNK"|0
358|1|nam|2|"UNK"|0
360|1|nam|2|"UNK"|0
362|1|nam|2|"UNK"|0
368|1|nam|2|"UNK"|0
370|1|nam|2|"UNK"|0
372|1|nam|2|"UNK"|0
374|1|nam|2|"UNK"|0
378|1|nam|2|"UNK"|0
380|1|nam|2|"UNK"|0
381|1|nam|2|"UNK"|0
383|1|nam|2|"UNK"|0
387|1|nam|2|"UNK"|0
389|1|nam|2|"UNK"|0
391|1|nam|2|"UNK"|0
392|1|nam|2|"UNK"|0
394|1|nam|2|"UNK"|0
397|1|nam|2|"UNK"|0
399|1|nam|2|"UNK"|0
401|1|nam|2|"UNK"|0
404|1|nam|2|"UNK"|0
408|1|nam|2|"UNK"|0
412|1|hgt|1|-32767|4
412|2|hgt|6|304|0
413|1|hgt|4|0|3
413|2|hgt|3|304|0
414|1|atn|1|3|2
414|2|hgt|1|-32767|4
414|3|atn|1|3|2
414|4|hgt|6|304|0
415|1|atn|1|3|2
415|2|hgt|4|0|3
415|3|hgt|3|304|0
416|1|hgt|2|-32767|0
417|1|zv2|2|-32767|0
422|1|nam|2|"UNK"|0
424|1|hgt|1|-32767|4
424|2|hgt|6|304|0
425|1|hgt|4|0|3
425|2|hgt|3|304|0
426|1|atn|1|3|2
426|2|hgt|1|-32767|4
426|3|atn|1|3|2
426|4|hgt|6|304|0
427|1|atn|1|3|2
427|2|hgt|4|0|3
427|3|hgt|3|304|0
428|1|hgt|2|-32767|0
429|1|zv2|2|-32767|0
433|1|nam|2|"UNK"|0
435|1|nam|2|"UNK"|0
438|1|nam|2|"UNK"|0
444|1|nam|2|"UNK"|0
446|1|nam|2|"UNK"|0
447|1|nam|2|"UNK"|0
449|1|nam|2|"UNK"|0
454|1|bfc|1|0|1
454|2|bfc|1|1|1
454|3|bfc|1|9|1
454|4|bfc|1|10|1
454|5|bfc|1|11|1
454|6|bfc|1|16|1
454|7|bfc|1|17|1
454|8|bfc|1|18|1
454|9|bfc|1|19|1
454|10|bfc|1|20|1
454|11|bfc|1|22|1
454|12|bfc|1|23|1
454|13|bfc|1|24|1
454|14|bfc|1|27|1
454|15|bfc|1|83|1
454|16|bfc|1|999|0
455|1|bfc|1|15|0
456|1|bfc|1|2|1
456|2|bfc|1|3|1
456|3|bfc|1|5|1
456|4|bfc|1|12|1
456|5|bfc|1|13|1
456|6|bfc|1|14|0
457|1|bfc|1|4|0
458|1|bfc|1|7|2
458|2|hwt|1|0|1
458|3|hwt|1|2|1
458|4|hwt|1|3|1
458|5|hwt|1|4|1
458|6|hwt|1|7|0
459|1|bfc|1|7|2
459|2|hwt|1|11|0
460|1|bfc|1|7|2
460|2|hwt|1|14|1
460|3|hwt|1|15|1
460|4|hwt|1|16|0
461|1|bfc|1|7|2
461|2|hwt|1|20|0
462|1|bfc|1|7|2
462|2|hwt|1|21|0
463|1|bfc|1|7|2
463|2|hwt|1|5|1
463|3|hwt|1|6|1
463|4|hwt|1|9|0
464|1|bfc|1|82|0
465|1|nam|2|"UNK"|0
466|1|bfc|1|0|1
466|2|bfc|1|1|1
466|3|bfc|1|9|1
466|4|bfc|1|10|1
466|5|bfc|1|11|1
466|6|bfc|1|16|1
466|7|bfc|1|17|1
466|8|bfc|1|18|1
466|9|bfc|1|19|1
466|10|bfc|1|20|1
466|11|bfc|1|21|1
466|12|bfc|1|22|1
466|13|bfc|1|23|1
466|14|bfc|1|24|1
466|15|bfc|1|25|1
466|16|bfc|1|26|1
466|17|bfc|1|27|1
466|18|bfc|1|29|1
466|19|bfc|1|30|1
466|20|bfc|1|33|1
466|21|bfc|1|36|0
467|1|bfc|1|15|0
468|1|bfc|1|2|1
468|2|bfc|1|3|1
468|3|bfc|1|5|1
468|4|bfc|1|8|1
468|5|bfc|1|12|1
468|6|bfc|1|13|1
468|7|bfc|1|14|1
468|8|bfc|1|28|1
468|9|bfc|1|31|1
468|10|bfc|1|35|1
468|11|bfc|1|37|1
468|12|bfc|1|61|1
468|13|bfc|1|66|1
468|14|bfc|1|77|1
468|15|bfc|1|96|0
469|1|bfc|1|4|0
470|1|bfc|1|53|1
470|2|bfc|1|59|1
470|3|bfc|1|69|1
470|4|bfc|1|70|1
470|5|bfc|1|83|1
470|6|bfc|1|85|1
470|7|bfc|1|86|1
470|8|bfc|1|87|1
470|9|bfc|1|88|1
470|10|bfc|1|89|1
470|11|bfc|1|90|1
470|12|bfc|1|91|1
470|13|bfc|1|92|1
470|14|bfc|1|93|1
470|15|bfc|1|95|1
470|16|bfc|1|98|1
470|17|bfc|1|999|0
471|1|bfc|1|6|0
472|1|bfc|1|7|2
472|2|hwt|1|0|1
472|3|hwt|1|2|1
472|4|hwt|1|3|1
472|5|hwt|1|4|1
472|6|hwt|1|7|0
473|1|bfc|1|7|2
473|2|hwt|1|11|0
474|1|bfc|1|7|2
474|2|hwt|1|14|1
474|3|hwt|1|15|1
474|4|hwt|1|16|0
475|1|bfc|1|7|2
475|2|hwt|1|20|0
476|1|bfc|1|7|2
476|2|hwt|1|21|0
477|1|bfc|1|7|2
477|2|hwt|1|5|1
477|3|hwt|1|6|1
477|4|hwt|1|9|0
478|1|bfc|1|82|0
479|1|nam|2|"UNK"|0
480|1|bfc|1|0|1
480|2|bfc|1|9|1
480|3|bfc|1|10|1
480|4|bfc|1|11|1
480|5|bfc|1|16|1
480|6|bfc|1|17|1
480|7|bfc|1|18|1
480|8|bfc|1|19|1
480|9|bfc|1|20|1
480|10|bfc|1|33|1
480|11|bfc|1|34|1
480|12|bfc|1|36|1
480|13|bfc|1|39|1
480|14|bfc|1|51|1
480|15|bfc|1|53|1
480|16|bfc|1|55|1
480|17|bfc|1|56|1
480|18|bfc|1|57|1
480|19|bfc|1|58|0
481|1|bfc|1|15|1
481|2|bfc|1|60|1
481|3|bfc|1|108|0
482|1|bfc|1|1|1
482|2|bfc|1|21|1
482|3|bfc|1|22|1
482|4|bfc|1|23|1
482|5|bfc|1|24|1
482|6|bfc|1|25|1
482|7|bfc|1|26|1
482|8|bfc|1|27|1
482|9|bfc|1|29|1
482|10|bfc|1|30|1
482|11|bfc|1|40|1
482|12|bfc|1|54|1
482|13|bfc|1|59|1
482|14|bfc|1|71|1
482|15|bfc|1|72|1
482|16|bfc|1|73|1
482|17|bfc|1|74|1
482|18|bfc|1|75|1
482|19|bfc|1|76|0
483|1|bfc|1|2|1
483|2|bfc|1|3|1
483|3|bfc|1|5|1
483|4|bfc|1|8|1
483|5|bfc|1|12|1
483|6|bfc|1|13|1
483|7|bfc|1|14|1
483|8|bfc|1|28|1
483|9|bfc|1|31|1
483|10|bfc|1|35|1
483|11|bfc|1|37|1
483|12|bfc|1|38|1
483|13|bfc|1|52|1
483|14|bfc|1|61|1
483|15|bfc|1|62|1
483|16|bfc|1|64|1
483|17|bfc|1|65|1
483|18|bfc|1|66|1
483|19|bfc|1|67|1
483|20|bfc|1|77|1
483|21|bfc|1|78|1
483|22|bfc|1|79|1
483|23|bfc|1|80|1
483|24|bfc|1|96|1
483|25|bfc|1|101|1
483|26|bfc|1|119|1
483|27|bfc|1|121|1
483|28|bfc|1|123|1
483|29|bfc|1|723|0
484|1|bfc|1|4|0
485|1|bfc|1|63|1
485|2|bfc|1|69|1
485|3|bfc|1|70|1
485|4|bfc|1|87|1
485|5|bfc|1|88|1
485|6|bfc|1|91|1
485|7|bfc|1|92|1
485|8|bfc|1|93|1
485|9|bfc|1|95|1
485|10|bfc|1|97|1
485|11|bfc|1|98|1
485|12|bfc|1|99|1
485|13|bfc|1|103|1
485|14|bfc|1|105|1
485|15|bfc|1|106|1
485|16|bfc|1|107|1
485|17|bfc|1|109|1
485|18|bfc|1|111|1
485|19|bfc|1|115|1
485|20|bfc|1|117|1
485|21|bfc|1|118|1
485|22|bfc|1|122|1
485|23|bfc|1|126|1
485|24|bfc|1|127|1
485|25|bfc|1|128|1
485|26|bfc|1|999|0
486|1|bfc|1|6|1
486|2|bfc|1|100|0
487|1|bfc|1|7|1
487|2|bfc|1|114|2
487|3|hwt|1|0|1
487|4|hwt|1|2|1
487|5|hwt|1|3|1
487|6|hwt|1|4|1
487|7|hwt|1|7|1
487|8|hwt|1|23|4
487|9|bfc|1|50|0
488|1|bfc|1|7|1
488|2|bfc|1|114|2
488|3|hwt|1|11|0
489|1|bfc|1|7|1
489|2|bfc|1|114|2
489|3|hwt|1|14|1
489|4|hwt|1|15|1
489|5|hwt|1|16|0
490|1|bfc|1|7|1
490|2|bfc|1|114|2
490|3|hwt|1|20|0
491|1|bfc|1|7|1
491|2|bfc|1|114|2
491|3|hwt|1|21|0
492|1|bfc|1|7|1
492|2|bfc|1|114|2
492|3|hwt|1|5|1
492|4|hwt|1|6|1
492|5|hwt|1|9|0
493|1|bfc|1|81|1
493|2|bfc|1|83|1
493|3|bfc|1|84|1
493|4|bfc|1|85|1
493|5|bfc|1|86|1
493|6|bfc|1|89|1
493|7|bfc|1|90|1
493|8|bfc|1|94|1
493|9|bfc|1|102|1
493|10|bfc|1|104|1
493|11|bfc|1|110|1
493|12|bfc|1|112|1
493|13|bfc|1|113|1
493|14|bfc|1|116|1
493|15|bfc|1|120|1
493|16|bfc|1|124|1
493|17|bfc|1|125|0
494|1|bfc|1|82|0
495|1|nam|2|"UNK"|0
496|1|bfc|2|7|3
496|2|bfc|2|81|0
497|1|bfc|1|7|2
497|2|hwt|1|0|1
497|3|hwt|1|2|1
497|4|hwt|1|3|1
497|5|hwt|1|4|1
497|6|hwt|1|7|1
497|7|hwt|1|22|0
498|1|bfc|1|7|2
498|2|hwt|1|11|1
498|3|hwt|1|14|1
498|4|hwt|1|15|1
498|5|hwt|1|16|1
498|6|hwt|1|20|1
498|7|hwt|1|21|0
499|1|bfc|1|7|2
499|2|hwt|1|5|1
499|3|hwt|1|6|1
499|4|hwt|1|9|0
500|1|bfc|1|81|2
500|2|sta|2|0|3
500|3|sta|2|1|3
500|4|sta|2|2|3
500|5|sta|2|3|3
500|6|sta|2|5|3
500|7|sta|2|6|3
500|8|sta|2|11|0
501|1|bfc|1|81|2
501|2|sta|2|5|2
501|3|sst|2|16|0
502|1|bfc|1|81|2
502|2|sta|1|0|1
502|3|sta|1|2|1
502|4|sta|1|3|1
502|5|sta|1|6|1
502|6|sta|1|11|0
503|1|bfc|1|81|2
503|2|sta|1|1|0
504|1|bfc|1|81|2
504|2|sta|1|5|0
505|1|bfc|1|81|2
505|2|sta|1|5|2
505|3|sst|2|16|0
506|1|bfc|2|81|2
506|2|col|2|"UNK"|0
507|1|bfc|1|81|2
507|2|sst|2|0|3
507|3|sst|2|16|0
508|1|hgt|1|-32767|4
508|2|hgt|6|304|0
509|1|hgt|4|0|3
509|2|hgt|3|304|0
510|1|atn|1|3|2
510|2|hgt|1|-32767|4
510|3|atn|1|3|2
510|4|hgt|6|304|0
511|1|atn|1|3|2
511|2|hgt|4|0|3
511|3|hgt|3|304|0
512|1|hgt|2|-32767|0
513|1|zv2|2|-32767|0
514|1|bfc|1|0|1
514|2|bfc|1|1|1
514|3|bfc|1|9|1
514|4|bfc|1|10|1
514|5|bfc|1|11|1
514|6|bfc|1|16|1
514|7|bfc|1|17|1
514|8|bfc|1|18|1
514|9|bfc|1|19|1
514|10|bfc|1|20|1
514|11|bfc|1|21|1
514|12|bfc|1|22|1
514|13|bfc|1|23|1
514|14|bfc|1|24|1
514|15|bfc|1|25|1
514|16|bfc|1|26|1
514|17|bfc|1|27|1
514|18|bfc|1|29|1
514|19|bfc|1|30|1
514|20|bfc|1|33|1
514|21|bfc|1|36|1
514|22|bfc|1|53|1
514|23|bfc|1|59|1
514|24|bfc|1|69|1
514|25|bfc|1|70|1
514|26|bfc|1|83|1
514|27|bfc|1|85|1
514|28|bfc|1|86|1
514|29|bfc|1|87|1
514|30|bfc|1|88|1
514|31|bfc|1|89|0
515|1|bfc|1|15|0
516|1|bfc|1|2|1
516|2|bfc|1|3|1
516|3|bfc|1|5|1
516|4|bfc|1|8|1
516|5|bfc|1|12|1
516|6|bfc|1|13|1
516|7|bfc|1|14|1
516|8|bfc|1|28|1
516|9|bfc|1|31|1
516|10|bfc|1|35|1
516|11|bfc|1|37|1
516|12|bfc|1|61|1
516|13|bfc|1|66|1
516|14|bfc|1|77|1
516|15|bfc|1|96|0
517|1|bfc|1|4|0
518|1|bfc|1|6|0
519|1|bfc|1|7|0
520|1|bfc|1|82|0
521|1|bfc|1|90|1
521|2|bfc|1|91|1
521|3|bfc|1|92|1
521|4|bfc|1|93|1
521|5|bfc|1|95|1
521|6|bfc|1|98|1
521|7|bfc|1|999|0
522|1|nam|2|"UNK"|0
535|1|bfc|2|6|3
535|2|bfc|2|7|3
535|3|bfc|2|15|0
536|1|bfc|1|15|0
537|1|bfc|1|6|0
538|1|bfc|1|7|0
539|1|nam|2|"UNK"|0
540|1|bfc|2|2|3
540|2|bfc|2|3|3
540|3|bfc|2|5|3
540|4|bfc|2|8|3
540|5|bfc|2|15|3
540|6|bfc|2|28|3
540|7|bfc|2|52|3
540|8|bfc|2|121|3
540|9|bfc|2|6|3
540|10|bfc|2|7|3
540|11|bfc|2|114|3
540|12|bfc|2|100|3
540|13|bfc|2|60|3
540|14|bfc|2|108|0
541|1|bfc|1|15|1
541|2|bfc|1|60|1
541|3|bfc|1|108|0
542|1|bfc|1|2|1
542|2|bfc|1|3|1
542|3|bfc|1|5|1
542|4|bfc|1|8|1
542|5|bfc|1|28|1
542|6|bfc|1|52|1
542|7|bfc|1|121|0
543|1|bfc|1|6|1
543|2|bfc|1|100|0
544|1|bfc|1|7|1
544|2|bfc|1|114|0
545|1|nam|2|"UNK"|0
547|1|bfc|2|6|3
547|2|bfc|2|7|3
547|3|bfc|2|15|0
548|1|bfc|1|15|0
549|1|bfc|1|6|0
550|1|bfc|1|7|0
551|1|nam|2|"UNK"|0
552|1|bfc|2|7|3
552|2|bfc|2|15|0
553|1|bfc|1|15|0
554|1|bfc|1|7|0
555|1|nam|2|"UNK"|0
556|1|bfc|2|6|3
556|2|bfc|2|7|3
556|3|bfc|2|15|0
557|1|bfc|1|15|0
558|1|bfc|1|6|0
559|1|bfc|1|7|0
560|1|nam|2|"UNK"|0
561|1|bfc|2|2|3
561|2|bfc|2|3|3
561|3|bfc|2|5|3
561|4|bfc|2|8|3
561|5|bfc|2|28|3
561|6|bfc|2|52|3
561|7|bfc|2|121|3
561|8|bfc|2|15|3
561|9|bfc|2|6|3
561|10|bfc|2|7|3
561|11|bfc|2|114|3
561|12|bfc|2|100|3
561|13|bfc|2|60|3
561|14|bfc|2|108|0
562|1|bfc|1|15|1
562|2|bfc|1|60|1
562|3|bfc|1|108|0
563|1|bfc|1|2|1
563|2|bfc|1|3|1
563|3|bfc|1|5|1
563|4|bfc|1|8|1
563|5|bfc|1|28|1
563|6|bfc|1|52|1
563|7|bfc|1|121|0
564|1|bfc|1|6|1
564|2|bfc|1|100|0
565|1|bfc|1|7|1
565|2|bfc|1|114|0
566|1|nam|2|"UNK"|0
568|1|bfc|2|6|3
568|2|bfc|2|7|3
568|3|bfc|2|15|0
569|1|bfc|1|15|0
570|1|bfc|1|6|0
571|1|bfc|1|7|0
572|1|nam|2|"UNK"|0
575|1|hgt|1|-32767|4
575|2|hgt|6|304|0
576|1|hgt|4|0|3
576|2|hgt|3|304|0
577|1|atn|1|3|2
577|2|hgt|1|-32767|4
577|3|atn|1|3|2
577|4|hgt|6|304|0
578|1|atn|1|3|2
578|2|hgt|4|0|3
578|3|hgt|3|304|0
579|1|hgt|2|-32767|0
580|1|zv2|2|-32767|0
584|1|nam|2|"UNK"|0
586|1|nam|2|"UNK"|0
588|1|nam|2|"UNK"|0
592|1|nam|2|"UNK"|0
594|1|nam|2|"UNK"|0
595|1|bac|1|0|1
595|2|bac|1|1|0
596|1|bac|1|2|0
597|1|nam|2|"UNK"|0
598|1|bac|1|0|1
598|2|bac|1|1|0
599|1|bac|1|2|0
600|1|nam|2|"UNK"|0
604|1|nam|2|"UNK"|0
616|1|nam|2|"UNK"|0
619|1|nam|2|"UNK"|0
621|1|nam|2|"UNK"|0
624|1|nam|2|"UNK"|0
627|1|nam|2|"UNK"|0
629|1|nam|2|"UNK"|0
631|1|hgt|1|-32767|4
631|2|hgt|6|304|0
632|1|hgt|4|0|3
632|2|hgt|3|304|0
633|1|atn|1|3|2
633|2|hgt|1|-32767|4
633|3|atn|1|3|2
633|4|hgt|6|304|0
634|1|atn|1|3|2
634|2|hgt|4|0|3
634|3|hgt|3|304|0
635|1|hgt|2|-32767|0
636|1|zv2|2|-32767|0
660|1|nam|2|"UNK"|0
663|1|nam|2|"UNK"|0
665|1|nam|2|"UNK"|0
668|1|hgt|1|-32767|4
668|2|hgt|6|304|0
669|1|hgt|4|0|3
669|2|hgt|3|304|0
670|1|atn|1|3|2
670|2|hgt|1|-32767|4
670|3|atn|1|3|2
670|4|hgt|6|304|0
671|1|atn|1|3|2
671|2|hgt|4|0|3
671|3|hgt|3|304|0
672|1|hgt|2|-32767|0
673|1|zv2|2|-32767|0
676|1|nam|2|"UNK"|0
678|1|nam|2|"UNK"|0
680|1|nam|2|"UNK"|0
683|1|nam|2|"UNK"|0
685|1|nam|2|"UNK"|0
687|1|nam|2|"UNK"|0
689|1|hgt|1|-32767|4
689|2|hgt|6|304|0
690|1|hgt|4|0|3
690|2|hgt|3|304|0
691|1|atn|1|3|2
691|2|hgt|1|-32767|4
691|3|atn|1|3|2
691|4|hgt|6|304|0
692|1|atn|1|3|2
692|2|hgt|4|0|3
692|3|hgt|3|304|0
693|1|hgt|2|-32767|0
694|1|zv2|2|-32767|0
696|1|nam|2|"UNK"|0
700|1|nam|2|"UNK"|0
